prefLabel;technicalName;description;partOfGroup;conceptsFromScheme;freeConcepts;referencePeriodStart;referencePeriodEnd;dataset.referencePeriodStart;dataset.referencePeriodEnd;valueDomainType;quantity.prefLabel;quantity.id;unit.prefLabel;unit.id;unit.symbol;valueRangeMin;valueRangeMax;codeList.prefLabel;codeList.id;codeList.description;codeList.owner;codeList.referenceId;codeList.codeListType;codeList.codeItems;missingValues;defaultMissingValue;qualityStatement;source.dataset.prefLabel;source.dataset.id;source.description;dataType;dataFormat;unitType.prefLabel;unitType.id;unitType.description;dataset.unitType.prefLabel;dataset.unitType.id;dataset.unitType.description;study.unitType.prefLabel;study.unitType.id;study.unitType.description;instanceQuestions;id;dataset.prefLabel;dataset.id;study.prefLabel;study.referencePeriodStart;study.referencePeriodEnd;published;lastModifiedDate;variable.prefLabel;variable.id;variable.description;ownerOrganizationIdAsString
Valinnan vapauden käyttö;VALINNANVAPAUS;Tieto siitä, käyttikö potilas tai asiakas lainsäädännön mahdollistamaa vapautta valita hoitopaikka hakeutuessaan erikoissairaanhoidon kiireettömään palveluun.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;valinnanvapaus";;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;3c3f8512-1ea0-4e84-99d7-4999cd4d16b2;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Kiireetön hoito toisen EU-maan kansalaiselle;EUMAASTA;Tieto siitä, hakeutuiko potilas tai asiakas kiireettömään hoitoon Suomeen toisesta Euroopan unionin jäsenvaltiosta EU:n potilasdirektiivin 24/2011 perusteella.;Tulotiedot / Hoidon alkamistiedot;kiireettömyys;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;;;;;;;;;(null);;;;;Character;Luokitus: K = Kyllä, E = Ei.;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;5d7a972c-90b0-43e4-9d33-d617585b619a;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoitojonoon asettamispäivä;JONOPVM;Päivä, jolloin potilas asetetaan jonoon odottamaan vuodeosastohoitoa.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitojonot";;1994-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;095a6d2b-f62c-4805-926e-6beb2e36995a;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Jonottamisen syy;JONOSYY;Kuvaa potilaiden hoitoon odottamisen syitä.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitojonot";;2009-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Jonottamisen syy;76fd2ac9-19ee-4438-ad43-0e6e835b4109;Jonottamisen syy luokitus kuvaa potilaan hoitoon odottamisen syitä.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.216;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;020d543d-fb4b-4959-a226-9e31f0f31810;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoitoon tulon syy;TUSYY<n>;Syyt, joiden vuoksi asiakas/potilas on otettu hoitoon.;Tulotiedot / Hoidon alkamistiedot;terveydenhuolto;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Hoitoon tulon syy ;a4c7f846-00bf-43ce-81e6-17bd18207ee8;Luokitusta käytetään terveydenhuollon ja sosiaalihuollon hoitoilmoituksissa ja kotihoidon laskennassa kuvaamaan syitä, joiden vuoksi asiakas on otettu hoitoon. Hoitoon tulon syyt on luokiteltu fyysisiin, hermostollisiin ja psyykkis-sosiaalisiin syihin. Lisäksi tähän luokitukseen sisältyvät luokat Kuntoutus, Tapaturma ja Somaattisen sairauden tutkimus ja hoito, joiden avulla voidaan saada selville ao. asiakasryhmät ja niiden hoitoon tulon syyt. Pakollisena tietona merkitään se syy, joka on ensisijainen syy hoitoon tulolle.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.29;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;bfb6d9c3-920b-45b0-a0ee-6f954ce861a0;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoivan tarve tullessa;HOITOITU;Asiakkaan hoivan tarve (hoitoisuus) tullessa.;Tulotiedot / Hoidon alkamistiedot;"terveydenhuolto;hoitoisuus";;1996-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Hoivan tarve tullessa, lähtiessä ja laskentahetkellä ;5b04610e-7340-42ce-8e53-2af6ce375b41;Luokitusta käytetään sosiaalihuollon ja terveydenhuollon hoitoilmoituksissa kuvaamaan asiakkaan hoivan tarvetta (hoitoisuutta). Hoivan tarpeen arvio tehdään asiakkaan tullessa, lähtiessä ja laskentahetkellä. Luokka määräytyy hoitojakson vaativimman hoivan tarpeen mukaan. Arvion tekee se sosiaali- tai terveydenhuollon ammattihenkilö, joka keskeisesti vastaa hoidosta.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.211;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;c4691b17-e7a7-408d-9d9c-654e1f4ad9d7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Hoivan tarve lähtiessä tai laskentahetkellä;HOITOI;Asiakkaan hoivan tarve (hoitoisuus) lähtiessa tai laskentahetkellä.;Hoitotiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Hoivan tarve tullessa, lähtiessä ja laskentahetkellä ;5b04610e-7340-42ce-8e53-2af6ce375b41;Luokitusta käytetään sosiaalihuollon ja terveydenhuollon hoitoilmoituksissa kuvaamaan asiakkaan hoivan tarvetta (hoitoisuutta). Hoivan tarpeen arvio tehdään asiakkaan tullessa, lähtiessä ja laskentahetkellä. Luokka määräytyy hoitojakson vaativimman hoivan tarpeen mukaan. Arvion tekee se sosiaali- tai terveydenhuollon ammattihenkilö, joka keskeisesti vastaa hoidosta.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.211;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;431b7533-6386-4d04-9bac-d1e70f8265c5;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Päädiagnoosi;PDGO, PDGE;Tauti (sairaus, vika, vamma, kemiallisen aineen haittavaikutus tai hoidon haittavaikutus/haittatapahtuma), joka on potilaan hoitojakson, käynnin tai muun hoitokontaktin ensisijainen syy. Yhdessä hoitojaksossa, käynnissä tai muussa hoitokontaktissa voi olla vain yksi päädiagnoosi.;Hoitotiedot;"terveydenhuolto;diagnoosi";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;4e01dcb5-6835-4fcd-97c9-719e9ce02203;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Sivudiagnoosit;SDG<n>O, SDG<n>E;Tauti (sairaus, vika, vamma, kemiallisen aineen haittavaikutus tai hoidon haittavaikutus/haittatapahtuma), joka on tiedossa potilaan hoitojakson, käynnin tai muun hoitokontaktin aikana mutta ei ole hoitokontaktin ensisijainen syy. Pitkäaikaissairaudet ovat monesti sivudiagnooseja.;Hoitotiedot;"terveydenhuolto;diagnoosi";;1994-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;7052785b-4296-4e88-bd8b-e940fab91589;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Ulkoinen syy;ULKSYY<n>;Taudin (sairauden, vian, vamman tms.) aiheuttanut ulkoinen tekijä.;Hoitotiedot;terveydenhuolto;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;ed37167c-725a-43cd-b2d4-f3b52e982bbb;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tapaturmatyyppi;TAPTYYP<n>;Tapaturmaan liittyvä toiminto ja tapahtumapaikka.;Hoitotiedot;terveydenhuolto;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;7cd1539a-cb13-4467-8bf7-29bda183fb60;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Pitkäaikaisdiagnoosi;PITKADIAG<n>O, PITKADIAG<n>E;Pitkäaikainen tai pysyväisluonteinen diagnoosi.;Hoitotiedot;terveydenhuolto;;2017-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1fe87dab-2845-4d2c-8bd0-68c5437cbfd4;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Haittavaikutus;HHAITTA;Tapahtuma, joka normaaliin hoitoon verrattuna aiheuttaa potilaalle objektiivista lääketieteellistä haittaa, hoidon keston pidentymistä tai lisääntyneitä hoitokustannuksia.;Hoitotiedot;;;2005-01-01;;1994-01-01;;enumerated;;;;;;;;Hilmo - Hoidon haittavaikutus;9d11f1d1-f212-4e9e-85a0-2eca8031e238;Hilmo - Hoidon haittavaikutus -luokitusta käytetään hoidon haittavaikutusten esiintymisen tilastointiin. Hoidon haittavaikutus tarkoittaa terveydenhuollon ammattihenkilön antamaan hoitoon tai suorittamaan toimenpiteeseen liittyvää seuraamusta, joka aiheuttaa normaaliin hoitoon verrattuna potilaalle objektiivista haittaa, hoidon keston pidentymistä tai lisääntyneitä hoitokustannuksia. Operatiivisessa hoidossa haittavaikutus on erityisesti myös myöhempi suunnittelematon, samaan vaivaan tai sairauteen liittyvä toimenpide. Hoidon haittavaikutuksen tilastointi mahdollistaa osaltaan potilashoidon laadun ja turvallisuuden seurannan.;Terveyden ja hyvinvoinnin laitos ;1.2.246.537.6.230;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8b89350f-1a8a-4a53-9185-e3bab9dcf852;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Haittavaikutuksen syy;HAITYYP;Haittavaikutuksen syy tai tapa, jolla haittavaikutus tapahtui.;Hoitotiedot;;;2005-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;83309656-8588-4891-8424-26859cb794d7;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Haittavaikutuksen seuraus;HAIDIAG<n>O, HAIDIAG<n>E;Haittavaikutuksesta seurannut tauti (sairaus, vika, vamma tms.).;Hoitotiedot;;;2005-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Tautiluokitus ICD-10;a4a00051-6ba3-418a-9472-55f26cbfb9a8;http://urn.fi/URN:NBN:fi-fe201205085423;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.1;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;288b087c-1382-4dbe-97c4-1a0fd33deb89;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Haittavaikutuksesta aiheutunut toimenpide;HAITMP<n>;Haittavaikutuksen diagnosoimiseksi tai hoitamiseksi tehty toimenpide.;Hoitotiedot;;;2005-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Toimenpideluokitus;e58eb141-bf8b-4619-896b-03e4c5c11767;THL - Toimenpideluokitusta käytetään yksilöimään terveydenhuollon ammattihenkilöiden tekemät toimenpiteet. Luokitusta käytetään osana potilaskertomuksen keskeisiä terveystietoja sekä paikallisissa potilastietojärjestelmissä että valtakunnallisissa Kanta-palveluissa ja lisäksi hoitoilmoitusten tiedonkeruussa, hallinnollisissa prosesseissa ja tilastotoimessa sekä kliinisessä tutkimus- ja kehittämistyössä.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.2;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;a7b1c09b-ef2b-4ad3-8e97-340c6490286a;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Haittavaikutus (elinryhmä);HAITMPZS;Haittavaikutuksesta aiheutunut uusintatoimenpide ilmoitetaan aina ensin koodilla ZS*00, jossa kolmas merkki ilmaisee elinryhmän.;Hoitotiedot;;;2005-01-01;2016-12-31;1994-01-01;;enumerated;;;;;;;;THL - Toimenpideluokitus;e58eb141-bf8b-4619-896b-03e4c5c11767;THL - Toimenpideluokitusta käytetään yksilöimään terveydenhuollon ammattihenkilöiden tekemät toimenpiteet. Luokitusta käytetään osana potilaskertomuksen keskeisiä terveystietoja sekä paikallisissa potilastietojärjestelmissä että valtakunnallisissa Kanta-palveluissa ja lisäksi hoitoilmoitusten tiedonkeruussa, hallinnollisissa prosesseissa ja tilastotoimessa sekä kliinisessä tutkimus- ja kehittämistyössä.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.2;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;405353a7-4276-4417-8edc-4b87f730ad82;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpide;TOIMP<n>;Yksilöi terveydenhuollon ammattihenkilöiden potilaalle tekemän toimenpiteen.;Hoitotiedot;;;1994-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Toimenpideluokitus;e58eb141-bf8b-4619-896b-03e4c5c11767;THL - Toimenpideluokitusta käytetään yksilöimään terveydenhuollon ammattihenkilöiden tekemät toimenpiteet. Luokitusta käytetään osana potilaskertomuksen keskeisiä terveystietoja sekä paikallisissa potilastietojärjestelmissä että valtakunnallisissa Kanta-palveluissa ja lisäksi hoitoilmoitusten tiedonkeruussa, hallinnollisissa prosesseissa ja tilastotoimessa sekä kliinisessä tutkimus- ja kehittämistyössä.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.2;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8ab65e3f-106b-4c32-8f53-9a78b92e2ad1;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpiteen aloitusaika;TOIMPALKUPVM<n>;Toimenpiteen aloituksen päivämäärä ja kellonaika. Aiemmin kerätty tietoa ainoastaan päätoimenpiteen päivämäärästä.;Hoitotiedot;;;2017-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;f221fb03-5b9a-4660-98be-c05333208f25;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Toimenpiteen lopetusaika;TOIMPLOPPUPVM<n>;Toimenpiteen lopetuksen päivämäärä ja kellonaika. Aiemmin kerätty tietoa ainoastaan päätoimenpiteen päivämäärästä.;Hoitotiedot;;;2017-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;b132a608-f666-49db-bb52-a2ed4f9aa4bc;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
NordDRG (Diagnosis related group);NORDDRG;"Luokitusjärjestelmä, jossa potilaan saama hoito ryhmitellään päädiagnoosin, mahdollisten hoitoon vaikuttavien sivudiagnoosien, suoritettujen toimenpiteiden sekä potilaan iän ja sukupuolen ja sairaalasta poistumistilan mukaisesti kliinisesti mielekkäisiin ryhmiin; kunkin ryhmän sisällä hoitojakson vaatima voimavarojen kulutus on keskimäärin samaa luokkaa.";Hoitotiedot;;;2011-01-01;;1994-01-01;;enumerated;;;;;;;;NordDRG Full (jos käytössä) tai Classic;0781a472-fb16-4978-9e0b-f448afc26708;;;;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1bb45878-9461-4491-a063-b58b857e4d37;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
NordDRG - versio;NORDDRGVERSIO;Tieto siitä, mitä ryhmittelijää käytettiin (NordDRG).;Hoitotiedot;;;2019-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;e5503d35-5775-4d8c-99c7-10b48d8989b4;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
NordDRG - vuosi;NORDDRGVUOSI;Tieto siitä, minkä vuoden versiota käytettiin (NordDRG).;Hoitotiedot;;;2019-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;b5059160-237a-429b-9940-c87216c98e87;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tehohoidon hoitoaika tunteina;TEHOTUNNIT;Tehohoidossa vietetty aika,ilmoitetaan tunteina.;Hoitotiedot;;;2011-01-01;2017-12-31;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;04c15090-d6de-4493-85a5-b0caf2f8a27d;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tehohoidon aloitusaika;TEHOALKUPVM;Tehohoidon aloituspäivämäärä ja kellonaika.;Hoitotiedot;;;2018-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;1f775b1b-65cb-4cb6-80d2-3c0f178653c6;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tehohoidon lopetusaika;TEHOLOPPUPVM;Tehohoidon lopetuspäivämäärä ja kellonaika.;Hoitotiedot;;;2018-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Date;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;09f7bc41-e261-41ea-b9c2-d521e30f8a58;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Tehohoidon toimenpidekoodi;TEHOTYYPPI<N>;Tehohoidon tyyppiä kuvaava toimenpidekoodi.;Hoitotiedot;;;2012-01-01;;1994-01-01;;enumerated;;;;;;;;THL - Toimenpideluokitus;e58eb141-bf8b-4619-896b-03e4c5c11767;THL - Toimenpideluokitusta käytetään yksilöimään terveydenhuollon ammattihenkilöiden tekemät toimenpiteet. Luokitusta käytetään osana potilaskertomuksen keskeisiä terveystietoja sekä paikallisissa potilastietojärjestelmissä että valtakunnallisissa Kanta-palveluissa ja lisäksi hoitoilmoitusten tiedonkeruussa, hallinnollisissa prosesseissa ja tilastotoimessa sekä kliinisessä tutkimus- ja kehittämistyössä.;Terveyden ja hyvinvoinnin laitos;1.2.246.537.6.2;external;;;(null);;;;;Character;;;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;8a61098d-24f6-492a-9eb6-93832225bca1;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
Lomapäivien lukumäärä;LOMAPV;Aika, jolloin potilas on pois vuodeosastohoidosta sovitusti koko vuorokauden, mutta potilasta ei uloskirjata.;Hoitotiedot;;;1995-01-01;;1994-01-01;;described;;;;;;;;;;;;;;;;(null);;;;;Number;(1-999);;;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;Hoitojakso tai -käynti;2be7059a-bed5-4054-8094-4374940265a6;;;26e67cc1-652b-47f4-9b7b-c684d68416ec;Terveydenhuollon hoitoilmoitusrekisteri 1994-;61def239-4ba0-42ad-aba3-9b280b35e37d;Kansallinen hoitoilmoitusrekisteri-kokonaisuus;1969-01-01;;true;2025-02-11;;;;
